,Claim Reference,Policy Year,Policy Description,Directorate Description,Department Name,Incident Date,Notification Date,Status Flag,Payment Year,Payment Date,Payment Type, Amount,Cause Description,Injury Description,Damage Description
922,N1PUL000378,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-02-23,2012-08-06,CLOSED,2013,2013-07-05,Compensation payment,1200.0,Footways - Roots,Teeth Chipped/broken,
923,N0PUL000709,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-12-09,2012-06-11,CLOSED,2013,2013-07-05,Compensation payment,1200.0,Footways - Pothole,Combination Bruising/Swelling,
924,N2PUL000091,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2012-06-01,2012-06-12,CLOSED,2013,2013-07-05,CRU,1600.0,Water Damage - Other,,Personal Property
925,N2PUL000145,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-08-15,2012-08-15,CLOSED,2013,2013-07-05,Compensation payment,2000.0,Footways - Trench,Arms Bruising/Swelling,
926,N1MF000175,2011,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Car Parking,2012-03-08,2012-08-29,CLOSED,2013,2013-07-05,Fees Own Solicitor,3306.9,Tow Away,,Destroyed Abandoned Vehicle
927,N2PUL000151,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-08-23,2012-08-29,CLOSED,2013,2013-07-05,Compensation payment,3500.0,Footways - Kerbs,Arms Bruising/Swelling,
928,N1PUL000378,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-02-23,2012-08-06,CLOSED,2013,2013-07-05,Fees TP Solicitor,4547.52,Footways - Roots,Teeth Chipped/broken,
929,N1EL000005,2011,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Bensham Manor  MLD Secondary,2011-06-23,2012-02-10,CLOSED,2013,2013-07-05,Compensation payment,6700.0,Defective Premises,Combination Strains/Sprains,
930,N3FB000001,2013,Fire Blanket,OPERATIONS NOT NOW INSURED,TABERNER HOUSE,2013-06-14,2013-06-17,CLOSED,2013,2013-07-05,Compensation payment,7207.97,Malicious Damage/Vandalism - Internal,,Various
931,N1PUL000141,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-07-17,2011-10-19,CLOSED,2013,2013-07-05,Fees TP Solicitor,8000.0,Footways - Slabs,Arms Broken Bones,
932,N0PUL000570,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-01-12,2011-02-09,CLOSED,2013,2013-07-05,Compensation payment,10000.0,Footways - Uneven Surface,Arms Broken Bones,
933,N1EL000002,2011,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Monks Orchard,2011-08-17,2011-10-14,CLOSED,2013,2013-07-05,Fees TP Solicitor,10000.0,Other,Legs Cuts/Scars,
934,N0PUL000570,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-01-12,2011-02-09,CLOSED,2013,2013-07-05,CRU,10685.0,Footways - Uneven Surface,Arms Broken Bones,
935,N1PUL000197,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-11-16,2011-12-05,CLOSED,2013,2013-07-05,CRU,10780.0,Footways - Slabs,Arms Broken Bones,
936,N1PUL000136,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2011-06-24,2011-09-28,CLOSED,2013,2013-07-05,Fees TP Solicitor,11000.0,Defective Equipment - Other,Ankle Broken/fractured,
937,N1PUL000197,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-11-16,2011-12-05,CLOSED,2013,2013-07-05,Compensation payment,12464.0,Footways - Slabs,Arms Broken Bones,
938,N0PUL000561,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2010-12-24,2011-02-04,CLOSED,2013,2013-07-05,CRU,16607.81,"Ice, Snow & Frost - Slipping",Legs Other:,
939,N1PUL000009,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-04-27,2011-05-04,CLOSED,2013,2013-07-19,Compensation payment,44.0,Footways - Manhole,Combination Bruising/Swelling,Personal Property
940,N2PUL000426,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-03-04,2013-03-21,CLOSED,2013,2013-07-19,Compensation payment,75.0,Carriageway - Pothole,,Vehicle
941,N2PUL000435,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-03-20,2013-03-25,CLOSED,2013,2013-07-19,Compensation payment,102.0,Carriageway - Pothole,,Vehicle
942,N2PUL000427,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-03-14,2013-03-21,CLOSED,2013,2013-07-19,Compensation payment,172.0,Carriageway - Pothole,,Vehicle
943,N2PUL000417,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-03-04,2013-03-14,CLOSED,2013,2013-07-22,Compensation payment,50.0,Carriageway - Pothole,,Vehicle
944,N2PUL000339,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-01-04,2013-01-25,CLOSED,2013,2013-07-22,Compensation payment,62.0,Uncoded,,Vehicle
945,N2PUL000487,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-03-14,2013-04-25,CLOSED,2013,2013-07-22,Compensation payment,79.0,Carriageway - Pothole,,Vehicle
946,N3PUL000003,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-03,2013-04-11,CLOSED,2013,2013-07-22,Compensation payment,139.17,Carriageway - Pothole,,Vehicle
947,N3PUL000056,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-05-25,2013-06-03,CLOSED,2013,2013-07-22,Compensation payment,385.8,Carriageway - Pothole,,Vehicle
948,N2FB000027,2012,Fire Blanket,DEVELOPMENT & ENVIRONMENT,HOUSING,2013-01-15,2013-01-18,CLOSED,2013,2013-07-23,Compensation payment,6020.58,Fire - Arson,,Decorations
949,N3PUL000034,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-23,2013-05-08,CLOSED,2013,2013-07-30,Compensation payment,207.85,Footways - Uneven Surface,,Vehicle
950,N2MF000005,2012,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Car Parking,2012-04-15,2012-05-07,CLOSED,2013,2013-07-30,Compensation payment,340.56,Tow Away,,Bodywork - Minor
951,N3PUL000082,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-14,2013-06-24,CLOSED,2013,2013-07-31,Compensation payment,186.43,Carriageway - Pothole,,Vehicle
952,N2PUL000351,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-12-22,2013-01-31,CLOSED,2013,2013-07-31,Compensation payment,478.51,Carriageway - Bollard,,Vehicle
953,N2FB000008,2012,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",TIMEBRIDGE,2012-07-16,2012-07-17,CLOSED,2013,2013-08-02,Compensation payment,14006.24,Fire - Arson,,Outbuildings
954,N0OI000001,2010,Officials Indemnity,CHIEF EXECUTIVES OFFICE,Chief executive,2010-05-26,2010-05-27,CLOSED,2013,2013-08-02,Compensation payment,48894.67,Uncoded,,
955,N3PUL000052,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2013-04-05,2013-04-05,CLOSED,2013,2013-08-05,Compensation payment,113.38,Carriageway - Pothole,,Vehicle
956,N3PUL000023,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-14,2013-04-30,CLOSED,2013,2013-08-05,Compensation payment,140.0,Carriageway - Pothole,,Vehicle
957,N3MF000008,2013,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS","CHILDREN, FAMILIES & LEARNING",2013-05-14,2013-05-16,CLOSED,2013,2013-08-06,Compensation payment,151.66,Collision - Hit parked vehicle,,
958,N2MF000109,2012,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2013-01-28,2013-01-28,CLOSED,2013,2013-08-06,Compensation payment,159.14,Collision - Hit rear,,Bumper - Front
959,N2PUL000336,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-01-16,2013-01-23,CLOSED,2013,2013-08-06,CRU,200.0,Footways - Uneven Surface,Bruising/Swelling,Personal Property
960,N2MF000127,2012,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS","Children, Families & learning - Other",2013-03-09,2013-03-20,CLOSED,2013,2013-08-06,Compensation payment,549.36,Collision - Hit Whilst Stationary,,Bodywork - Extensive
961,N0PUL000654,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-10-10,2011-04-11,CLOSED,2013,2013-08-06,CRU,585.0,Footways - Manhole,Legs Strains/Sprains,
962,N1PUL000282,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-02-15,2012-02-17,CLOSED,2013,2013-08-06,CRU,600.0,Footways - Obstruction,Wrist Broken/fractured,
963,N0PUL000676,2010,Public Liability,OPERATIONS NOT NOW INSURED,Edenham High,2010-03-10,2011-05-06,CLOSED,2013,2013-08-06,CRU,695.0,Inadequate Training / Supervision,Teeth Chipped/broken,
964,N2PUL000245,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-11-18,2012-11-22,CLOSED,2013,2013-08-06,CRU,1260.0,Tree Roots / Subsidence,,Structural
965,N1PUL000282,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-02-15,2012-02-17,CLOSED,2013,2013-08-06,Fees TP Solicitor,1532.0,Footways - Obstruction,Wrist Broken/fractured,
966,M9EL000010,2009,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",St. Andrews C of E Voluntary Aided High,2009-11-13,2010-02-25,CLOSED,2013,2013-08-06,CRU,1928.0,Defects In Footways:,Head Other:,
967,N1OI000003,2011,Officials Indemnity,OPERATIONS NOT NOW INSURED,Cypress Junior (do not use),2012-02-15,2012-02-15,CLOSED,2013,2013-08-06,Fees Own Solicitor,4524.5,Failure To Educate,Psychological,Unknown
968,N2PUL000166,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-07-25,2012-09-24,CLOSED,2013,2013-08-06,Compensation payment,6000.0,Footways - Roots,Foot Injury,
969,N0PUL000709,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-12-09,2012-06-11,CLOSED,2013,2013-08-06,Fees TP Solicitor,6400.0,Footways - Pothole,Combination Bruising/Swelling,
970,N0PUL000676,2010,Public Liability,OPERATIONS NOT NOW INSURED,Edenham High,2010-03-10,2011-05-06,CLOSED,2013,2013-08-06,Compensation payment,7500.0,Inadequate Training / Supervision,Teeth Chipped/broken,
971,N1PUL000282,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-02-15,2012-02-17,CLOSED,2013,2013-08-06,Compensation payment,10000.0,Footways - Obstruction,Wrist Broken/fractured,
972,N1PUL000347,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2012-02-01,2012-04-25,CLOSED,2013,2013-08-19,Compensation payment,500.0,Water Damage - Pipe / Radiator,,Goods/Equipment
973,N2PUL000025,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-04-28,2012-05-09,CLOSED,2013,2013-08-23,Fees - Own Solicitor,796.0,Carriageway - Pothole,,Vehicle
974,M9PUL000220,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2009-11-16,2009-11-19,CLOSED,2013,2013-08-23,Fees Own Solicitor,874.0,Tree Roots / Subsidence,,Structural
975,N1PUL000311,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2012-02-29,2012-03-22,CLOSED,2013,2013-08-29,Fees - Own Solicitor,519.0,Other,,Personal Property
976,N3PUL000010,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-12,2013-04-19,CLOSED,2013,2013-09-02,Compensation payment,465.15,Carriageway - Pothole,,Vehicle
977,N2PUL000467,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-03-26,2013-04-15,CLOSED,2013,2013-09-04,Compensation payment,408.0,Carriageway - Pothole,,Vehicle
978,N3PUL000008,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2013-04-04,2013-04-04,CLOSED,2013,2013-09-04,Compensation payment,882.5,Trees / Branches - Falling,,Structural
979,N3MF000042,2013,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Car Parking,2013-07-08,2013-07-10,CLOSED,2013,2013-09-05,Compensation payment,225.78,Other,,Bodywork - Extensive
980,N2PUL000214,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-07-23,2012-11-05,CLOSED,2013,2013-09-05,CRU,492.0,Footways - Uneven Surface,Hand Injury,
981,N2PUL000170,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-09-01,2012-09-25,CLOSED,2013,2013-09-05,CRU,615.0,Footways - Uneven Surface,Ankle Broken/fractured,
982,N2PUL000170,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-09-01,2012-09-25,CLOSED,2013,2013-09-05,Fees Own Solicitor,619.2,Footways - Uneven Surface,Ankle Broken/fractured,
983,N3MF000026,2013,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Planning & Environment - Other,2013-05-03,2013-06-06,CLOSED,2013,2013-09-05,Compensation payment,747.89,Collision - Hit parked vehicle,,Bodywork - Extensive
984,N1MF000012,2011,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Archbishop Tenisons C of E,2011-05-04,2011-06-02,CLOSED,2013,2013-09-05,Compensation payment,754.0,Collision - Hit rear,,Bodywork - Minor
985,N2PUL000350,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-01-25,2013-01-31,CLOSED,2013,2013-09-05,CRU,950.0,Carriageway - Pothole,Bruising/Swelling,Cycle
986,N3MF000030,2013,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Youth Centres,2013-06-11,2013-06-13,CLOSED,2013,2013-09-05,Compensation payment,1581.58,Collision - Hit whilst parked and unatte,,Bodywork - Extensive
987,N2MF000139,2012,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Ecpp - Other,2013-02-12,2013-06-10,CLOSED,2013,2013-09-05,Compensation payment,1889.81,Collision - Junction,,
988,N3MF000001,2013,Motor Fleet,ADULT SOCIAL SERVICES,ADULT SOCIAL SERVICES,2013-04-04,2013-04-05,CLOSED,2013,2013-09-05,Compensation payment,1962.63,Collision - Turning Right,,Bodywork - Extensive
989,N2PUL000196,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-09-19,2012-09-25,CLOSED,2013,2013-09-05,CRU,2050.0,Trees / Branches - Other,,Personal Property
990,N1PUL000044,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-05-29,2011-07-04,CLOSED,2013,2013-09-05,CRU,2172.95,Carriageway - Pothole,Ankle Broken/fractured,
991,N0EL000019,2010,Employers Liability,ADULT SOCIAL SERVICES,Adult Social Services - Other,2010-03-15,2013-02-26,CLOSED,2013,2013-09-05,Compensation payment,2600.0,Other,Other:,
992,N2PUL000170,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-09-01,2012-09-25,CLOSED,2013,2013-09-05,Compensation payment,3500.0,Footways - Uneven Surface,Ankle Broken/fractured,
993,N1PUL000117,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-07-05,2011-09-22,CLOSED,2013,2013-09-05,Compensation payment,3700.0,Footways - Kerbs,Foot Injury,
994,N3PUL000024,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-27,2013-05-01,CLOSED,2013,2013-09-05,Compensation payment,3900.0,Footways - Manhole,Foot Injury,
995,N2OI000003,2012,Officials Indemnity,DEVELOPMENT & ENVIRONMENT,Trading Standards,2012-08-28,2012-09-12,CLOSED,2013,2013-09-05,Compensation payment,5000.0,Negligence of Council Worker,,
996,N2PUL000214,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-07-23,2012-11-05,CLOSED,2013,2013-09-05,Fees TP Solicitor,7650.0,Footways - Uneven Surface,Hand Injury,
997,N1PUL000145,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2011-10-07,2011-10-14,CLOSED,2013,2013-09-05,CRU,9000.0,Tree Roots / Subsidence,,Structural
998,N2PUL000214,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-07-23,2012-11-05,CLOSED,2013,2013-09-05,Compensation payment,11716.0,Footways - Uneven Surface,Hand Injury,
999,N1PUL000044,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-05-29,2011-07-04,CLOSED,2013,2013-09-05,Compensation payment,15636.4,Carriageway - Pothole,Ankle Broken/fractured,
1000,N0PUL000561,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2010-12-24,2011-02-04,CLOSED,2013,2013-09-05,Fees TP Solicitor,20061.72,"Ice, Snow & Frost - Slipping",Legs Other:,
1001,N0PUL000675,2010,Public Liability,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2011-03-25,2011-05-05,CLOSED,2013,2013-09-05,Fees TP Solicitor,30000.0,Defective Premises,Broken Bones,
1002,N2PUL000403,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-02-18,2013-03-06,CLOSED,2013,2013-09-24,Compensation payment,500.0,Carriageway - Pothole,,Vehicle
1003,N2PUL000405,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-02-19,2013-03-06,CLOSED,2013,2013-09-24,Compensation payment,6802.5,Footways - Pothole,Wrist Broken/fractured,
1004,N3PUL000032,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-22,2013-05-08,CLOSED,2013,2013-09-30,Compensation payment,65.66,Carriageway - Pothole,,Vehicle
1005,N3PUL000037,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-05-05,2013-05-10,CLOSED,2013,2013-09-30,Compensation payment,73.48,Carriageway - Pothole,,Vehicle
1006,N3PUL000088,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-06-20,2013-06-28,CLOSED,2013,2013-09-30,Compensation payment,90.0,Carriageway - Pothole,,Vehicle
1007,N2MF000128,2012,Motor Fleet,ADULT SOCIAL SERVICES,ADULT SOCIAL SERVICES,2013-03-21,2013-03-25,CLOSED,2013,2013-10-03,Compensation payment,2728.86,Collision - Overtaking,,Bumper - Front
1008,N2PUL000025,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-04-28,2012-05-09,CLOSED,2013,2013-10-07,Fees - Own Solicitor,45.0,Carriageway - Pothole,,Vehicle
1009,N3PUL000071,2013,Public Liability,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-06-04,2013-06-05,CLOSED,2013,2013-10-07,CRU,50.0,Defective Premises,Legs Cuts/Scars,
1010,N2MF000140,2012,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Bensham Manor  MLD Secondary,2013-02-26,2013-05-20,CLOSED,2013,2013-10-07,Fees Own Solicitor,85.0,Collision - Immobile property/object,,Bodywork - Minor
1011,N2PUL000166,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-07-25,2012-09-24,CLOSED,2013,2013-10-07,CRU,615.0,Footways - Roots,Foot Injury,
1012,N2PUL000151,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-08-23,2012-08-29,CLOSED,2013,2013-10-07,CRU,715.0,Footways - Kerbs,Arms Bruising/Swelling,
1013,N3PUL000024,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-27,2013-05-01,CLOSED,2013,2013-10-07,CRU,770.0,Footways - Manhole,Foot Injury,
1014,N2PUL000311,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-09-05,2013-01-09,CLOSED,2013,2013-10-07,CRU,800.0,Carriageway - Pothole,Combination,
1015,N2PUL000216,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-03,2012-11-06,CLOSED,2013,2013-10-07,CRU,940.0,Footways - Uneven Surface,Broken Bones,
1016,N2PUL000175,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2012-07-18,2012-09-10,CLOSED,2013,2013-10-07,Fees Own Solicitor,1148.0,Defective Premises,Legs Bruising/Swelling,
1017,N3SAR000002,2013,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Woodcote Primary,2013-07-24,2013-08-01,CLOSED,2013,2013-10-07,Compensation payment,2090.0,Theft - Lead & Lead Flashings,,Roof - Lead
1018,N2PUL000100,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-04-20,2012-07-12,CLOSED,2013,2013-10-07,Compensation payment,2750.0,Footways - Uneven Surface,Broken Bones,
1019,N1IF000010,2011,Insurance Fund,DEVELOPMENT & ENVIRONMENT,SOUTH NORWOOD COUNTRY PARK,2012-01-24,2012-01-27,CLOSED,2013,2013-10-07,Compensation payment,2807.7,Theft - Other,,Various
1020,N2PUL000311,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-09-05,2013-01-09,CLOSED,2013,2013-10-07,Compensation payment,3000.0,Carriageway - Pothole,Combination,
1021,N3SAR000001,2013,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Rockmount Primary,2013-06-03,2013-06-13,CLOSED,2013,2013-10-07,Compensation payment,3176.74,Accidental Damage,,Door - External
1022,N1PUL000194,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-11-18,2011-11-29,CLOSED,2013,2013-10-07,Compensation payment,5000.0,Footways - Mastic Bump,Legs Bruising/Swelling,
1023,N2FB000031,2012,Fire Blanket,DEVELOPMENT & ENVIRONMENT,HOUSING,2013-02-04,2013-02-04,CLOSED,2013,2013-10-07,Compensation payment,6022.47,Fire - Other,,Various
1024,N2PUL000166,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-07-25,2012-09-24,CLOSED,2013,2013-10-07,Fees TP Solicitor,8000.0,Footways - Roots,Foot Injury,
1025,N0PUL000570,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-01-12,2011-02-09,CLOSED,2013,2013-10-07,Fees TP Solicitor,8250.0,Footways - Uneven Surface,Arms Broken Bones,
1026,N2PUL000216,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-03,2012-11-06,CLOSED,2013,2013-10-07,Compensation payment,10160.2,Footways - Uneven Surface,Broken Bones,
1027,N1PUL000232,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-12-30,2012-01-09,CLOSED,2013,2013-10-07,Compensation payment,21000.0,Footways - Pothole,Legs Bruising/Swelling,Vehicle
1028,N3PUL000076,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-06-13,2013-06-18,CLOSED,2013,2013-10-14,Compensation payment,300.0,Carriageway - Pothole,,Vehicle
1029,N0PUL000458,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2010-11-22,2010-11-26,CLOSED,2013,2013-10-14,Compensation payment,3500.0,Tree Roots / Subsidence,,Structural
1030,N3PUL000167,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2013-08-21,2013-08-22,CLOSED,2013,2013-10-23,Compensation payment,16.99,Defective Premises,,Vehicle
1031,N3MF000005,2013,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Housing Dso,2013-04-28,2013-04-30,CLOSED,2013,2013-10-28,Fees Own Solicitor,30.0,Theft,,Unknown
1032,N3PUL000091,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-05-20,2013-07-01,CLOSED,2013,2013-10-28,Compensation payment,139.5,Carriageway - Pothole,,Vehicle
1033,N3PUL000042,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-05-02,2013-05-13,CLOSED,2013,2013-10-28,Compensation payment,205.92,Carriageway - Pothole,,Personal Property
1034,N0PUL000458,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2010-11-22,2010-11-26,CLOSED,2013,2013-10-28,Fees Own Solicitor,497.0,Tree Roots / Subsidence,,Structural
1035,N3PUL000108,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-06-17,2013-07-19,CLOSED,2013,2013-10-29,Compensation payment,94.8,Carriageway - Pothole,,Vehicle
1036,N1FB000020,2011,Fire Blanket,OPERATIONS NOT NOW INSURED,Byron Primary School,2011-12-12,2011-12-12,CLOSED,2013,2013-10-29,Fees - Own Solicitor,560.0,Defective Equipment - Other,,Boilers/Pumps
